################################
## INSERT
################################
Count Max Min Avg P90 P99 P99.9 P99.99
586624 15247 454 1545.65 2261 3993 6119 8943
600436 13759 420 1502.16 2167 3747 5955 9671
600074 23503 424 1520.96 2165 3745 6615 11975
607916 15887 416 1490.25 2147 3705 5903 9959
596904 23007 424 1533.11 2203 3813 6019 10455
596455 13207 444 1506.8 2141 3683 5863 8695
609526 22559 435 1501.92 2147 3651 5791 10791
600121 13431 449 1522.82 2207 3825 5823 9071
600431 18719 413 1512.01 2205 3789 5747 8719
590614 12735 439 1534.17 2241 3879 5775 8231
594340 22111 441 1527.53 2223 3811 5735 9559
591905 15919 427 1537.65 2215 3887 6071 9071
600068 18335 437 1516.7 2149 3593 5835 9759
597539 22511 447 1516.23 2181 3703 5587 8223
600888 21295 404 1500.72 2143 3623 5831 9527
600686 18767 413 1504.82 2181 3627 5615 9711
592395 13655 430 1533.02 2217 3835 5887 9031
597981 28287 442 1515.91 2181 3825 5947 10983
594609 18623 450 1520.73 2177 3721 5959 9567
592854 15663 452 1508.03 2201 3801 5903 9551
597757 26735 445 1493.42 2185 3845 5983 9263
599564 21359 416 1509.24 2177 3879 5971 9335
595305 15423 444 1513.68 2195 3787 5827 9223
585916 29887 433 1530.83 2227 3897 6007 10375
596267 14431 409 1489.42 2173 3855 6319 9375
599779 20831 423 1497.84 2157 3793 5891 8983
597102 19327 415 1508.77 2181 3801 6199 10015
584414 30543 435 1520 2219 3959 6151 9063
600248 13319 439 1496.09 2165 3741 5815 8615
595132 15215 448 1492.83 2173 3795 5883 8911
590180 20223 438 1526.2 2197 3779 6211 11623
590345 16911 423 1509.63 2209 3881 6071 10031
581768 16095 441 1517.59 2233 3949 6111 9655
594549 16767 418 1502.04 2179 3871 6247 10367
596193 14679 430 1491.61 2183 3965 6139 8655
590087 19839 439 1523.72 2193 3691 5887 9103
590359 13791 417 1508.95 2185 3703 5939 9015
586353 14415 435 1536.53 2255 3851 5959 8743
589328 25759 430 1524.32 2243 3963 5943 8767
593771 16247 438 1499.53 2185 3763 5995 9079
584828 16495 403 1533.73 2249 4025 6263 11215
588539 13791 418 1519.3 2195 3973 6195 9751
585320 19567 429 1533.53 2245 3979 6027 9071
585390 24175 434 1514.58 2211 3957 6375 13487
586327 14831 383 1528.15 2231 3963 6051 8903
596586 17247 434 1506.59 2197 3861 5939 10623
588250 36607 420 1507.47 2205 3853 6235 10983
584291 34015 430 1519.69 2225 3947 6259 10607
584865 20527 418 1517.99 2229 3925 6067 9783
582744 14887 425 1530.09 2209 3855 5907 9015
579735 15447 436 1528.98 2243 3783 6091 10535
591399 14271 414 1521.32 2195 3799 6035 9151
580133 21391 430 1543.06 2279 4057 6607 13583
584223 22751 461 1530.03 2243 3975 6135 9807
587654 25327 410 1508.72 2207 3915 6259 9903
582056 16895 431 1520.41 2209 3951 6203 9279
580313 32559 423 1542.07 2233 4029 6727 10991
575985 41087 424 1552.38 2281 4001 6383 9975
583911 14767 438 1511.35 2181 3799 6271 10015
586819 31855 412 1511.26 2213 3929 6211 12903
584417 17135 410 1506.43 2229 4023 6115 9775
586731 14751 440 1514.25 2187 3739 6179 9935
584215 21999 387 1509.05 2181 3833 6399 11367
579443 18943 426 1512.69 2179 3711 6115 9951
584901 18479 414 1499.91 2173 3863 6275 10535
